line,speaker,line_num,date
"And that's not just this senator's opinion, it is the unanimous determination of the entire U.S. intelligence community. So we must find out the full story, what the Russians did, and, candidly, as some other colleagues have mentioned, why they were so successful. And, more importantly, we must determine the necessary steps to take to protect our democracy and ensure they can't do it again.",WARNER,22,2017-06-08
"Chairman mentioned elections in 2018 and 2020. In my home state of Virginia, we have elections this year, in 2017. Simply put, we cannot let anything or anyone prevent us from getting to the bottom of this.",WARNER,23,2017-06-08
"Now, Mr. Comey, let me say at the outset we haven't always agreed on every issue. In fact, I've occasionally questioned some of the actions you've taken. But I've never had any reason to question your integrity, your expertise or your intelligence.",WARNER,24,2017-06-08
"You've been a straight shooter with this committee, and have been willing to speak truth to power, even at the risk of your own career, which makes the way in which you were fired by the president ultimately shocking. Recall, we began this entire process with the president and his staff first denying that the Russians were ever involved, and then falsely claiming that no one from his team was never in touch with any Russians.",WARNER,25,2017-06-08
"We know that's just not the truth. Numerous Trump associates had undisclosed contacts with Russians before and after the election, including the president's attorney general, his former national security adviser and his current senior adviser, Mr. Kushner.",WARNER,26,2017-06-08
"That doesn't even begin to count the host of additional campaign associates and advisers who've also been caught up in this massive web. We saw Mr. Trump's campaign manager, Mr. Manafort, forced to step down over ties to Russian-backed entities. The national security adviser, General Flynn, had to resign over his lies about engagements with the Russians.",WARNER,27,2017-06-08
"And we saw the candidate him — himself, express an odd and unexplained affection for the Russian dictator, while calling for the hacking of his opponent. There's a lot to investigate. Enough, in fact that then Director Comey publicly acknowledged that he was leading an investigation into those links between Mr. Trump's campaign and the Russian government.",WARNER,28,2017-06-08
"As the director of the FBI, Mr. Comey was ultimately responsible for conducting that investigation, which might explain why you're sitting now as a private citizen.",WARNER,29,2017-06-08
"What we didn't know was, at the same time that this investigation was proceeding, the president himself appears to have been engaged in an effort to influence, or at least co-opt, the director of the FBI. The testimony that Mr. Comey has submitted for today's hearing is very disturbing.",WARNER,30,2017-06-08
"For example, on January 27th, after summoning Director Comey to dinner, the president appears to have threatened the (ph) director's job while telling him, quote, “I need loyalty. I expect loyalty.” At a later meeting, on February 14th, the president asked the attorney general to leave the Oval Office so that he could privately ask Director Comey, again, quote, “to see way clear (ph) to letting Flynn go.”",WARNER,31,2017-06-08
"That is a statement that Director Comey interpreted as a — as a request that he drop the investigation, connected to General Flynn's false statements. Think about it: the president of the United States asking the FBI director to drop an ongoing investigation.",WARNER,32,2017-06-08
"And, after that, the president called the FBI director on two additional occasions, March 30th and April 11th, and asked him again, quote, “to lift the cloud” on the Russian investigation.",WARNER,33,2017-06-08
"Now, Director Comey denied each of these improper requests. The loyalty pledge, the admonition to drop the Flynn investigation, the request to lift the cloud on the Russia investigation. Of course, after his refusals, Director Comey was fired.",WARNER,34,2017-06-08
"The initial explanation for the firing didn't pass any smell test. So now Director Comey was fired because (ph) he didn't treat Hillary Clinton appropriately. Of course, that explanation lasted about a day, because the president himself then made very clear that he was thinking about Russia when he decided to fire Director Comey.",WARNER,35,2017-06-08
"Shockingly, reports suggest that the president admitted as much in an Oval Office meeting with the Russians the day after Director Comey was fired, disparaging our country's top law enforcement official as a, quote/unquote, “nut job.” The president allegedly suggested that his firing relieved great pressure on his feelings about Russia.",WARNER,36,2017-06-08
"This is not happening in isolation. At the same time the president was engaged in these efforts with Director Comey, he was also, at least allegedly, asking senior leaders of the intelligence community to downplay the Russia investigation or to intervene with the director.",WARNER,37,2017-06-08
"Yesterday, we had DNI Director Coats and NSA Director Admiral Rogers, who were offered a number of opportunities to flatly deny those press reports. They expressed their opinions, but they did not take that opportunity to deny those reports. They did not take advantage of that opportunity. In my belief, that's not how the president of the United States should behave.",WARNER,38,2017-06-08
"Regardless of the outcome of our investigation into the Russia links, Director Comey's firing and his testimony raise separate and troubling questions that we must get to the bottom of.",WARNER,39,2017-06-08
"Again, as I said at the outset, I've seen firsthand how seriously every member of this committee is taking his work. I'm proud of the committee's efforts so far. Let me be clear: This is not a witch hunt. This is not fake news. It is an effort to protect our country from a new threat that, quite honestly, will not go away any time soon.",WARNER,40,2017-06-08
"So, Mr. Comey, your testimony here today will help us move towards that goal. I look forward to that testimony. Thank you, Mr. Chairman.",WARNER,41,2017-06-08
" Thank you, Vice Chairman.",BURR,42,2017-06-08
"Director, as discussed, when you agreed to appear before the committee, it would be under oath. I'd ask you to please stand. Raise your right hand. Do you solemnly swear to tell the truth, the whole truth, and nothing but the truth, so help you God?",BURR,43,2017-06-08
 (OFF-MIKE),COMEY,44,2017-06-08
 Please be seated.,BURR,45,2017-06-08
"Director Comey, you're now under oath.",BURR,46,2017-06-08
"And I would just note to members, you will be recognized by seniority for a period up to seven minutes. And again, it is the intent to move to a closed session no later than 1 p.m.",BURR,47,2017-06-08
"With that, Director Comey, you are recognized. You have the floor for as long as you might need.",BURR,48,2017-06-08
" Thank you, Mr. Chairman. Ranking Member Warner, members of the committee, thank you for inviting me here to testify today. I've submitted my statement for the record and I'm not going to repeat it here this morning. I thought I would just offer some very brief introductory remarks and then I would welcome your questions.",COMEY,49,2017-06-08
"When I was appointed FBI director in 2013, I understood that I served at the pleasure of the president. Even though I was appointed to a 10 year term, which Congress created in order to underscore the importance of the FBI being outside of politics and independent, I understood that I could be fired by a president for any reason, or for no reason at all.",COMEY,50,2017-06-08
"And on May the 9th, when I learned that I had been fired, for that reason, I immediately came home as a private citizen. But then, the explanations — the shifting explanations, confused me and increasingly concerned me. They confused me because the president and I had had multiple conversations about my job, both before and after he took office. And he had repeatedly told me I was doing a great job and he hoped I would stay. And I had repeatedly assured him that I did intend to stay and serve out the remaining six years of my term.",COMEY,51,2017-06-08
"He told me repeatedly that he had talked to lots of people about me, including our current attorney general, and had learned that I was doing a great job and that I was extremely well-liked by the FBI workforce.",COMEY,52,2017-06-08
"So it confused me when I saw on television the president saying that he actually fired me because of the Russia investigation and learned, again, from the media that he was telling, privately, other parties that my firing had relieved great pressure on the Russia investigation.",COMEY,53,2017-06-08
"I was also confused by the initial explanation that was offered publicly, that I was fired because of the decisions I had made during the election year. That didn't make sense to me for a whole bunch of reasons, including the time and all the water that had gone under the bridge since those hard decisions that had to be made. That didn't make any sense to me.",COMEY,54,2017-06-08
"And although the law required no reason at all to fire an FBI director, the administration then chose to defame me and, more importantly, the FBI by saying that the organization was in disarray, that it was poorly led, that the workforce had lost confidence in its leader.",COMEY,55,2017-06-08
"Those were lies, plain and simple, and I am so sorry that the FBI workforce had to hear them and I'm so sorry that the American people were told them.",COMEY,56,2017-06-08
I worked every day at the FBI to help make that great organization better. And I say “help” because I did nothing alone at the FBI. There are no indispensable people at the FBI. The organization's great strength is that its values and abilities run deep and wide.,COMEY,57,2017-06-08
"The FBI will be fine without me. The FBI's mission will be relentlessly pursued by its people, and that mission is to protect the American people and uphold the Constitution of the United States. I will deeply miss being part of that mission, but this organization and its mission will go on long beyond me and long beyond any particular administration.",COMEY,58,2017-06-08
"I have a message before I close for the — my former colleagues at the FBI. But first, I want the American people to know this truth: The FBI is honest. The FBI is strong. And the FBI is, and always will be, independent.",COMEY,59,2017-06-08
"And now to my former colleagues, if I may. I am so sorry that I didn't get the chance to say goodbye to you properly. It was the honor of my life to serve beside you, to be part of the FBI family. And I will miss it for the rest of my life.",COMEY,60,2017-06-08
Thank you for standing watch. Thank you for doing so much good for this country. Do that good as long as ever you can.,COMEY,61,2017-06-08
"And, Senators, I look forward to your questions.",COMEY,62,2017-06-08
" Director, thank you for that testimony, both oral and the written testimony that you provided to the committee yesterday and made public to the American people.",BURR,63,2017-06-08
"The chair would recognize himself, first, for 12 minutes, vice chair for 12 minutes, based upon the agreement we have.",BURR,64,2017-06-08
"Director, did the Special Counsel's Office review and/or edit your written testimony?",BURR,65,2017-06-08
 No.,COMEY,66,2017-06-08
 Do you have any doubt that Russia attempted to interfere in the 2016,BURR,67,2017-06-08
elections?,BURR,68,2017-06-08
 None.,COMEY,69,2017-06-08
" Do you have any doubt that the Russian government was behind the intrusions in the DNC and the DCCC systems, and the subsequent leaks of that information?",BURR,70,2017-06-08
" No, no doubt.",COMEY,71,2017-06-08
 Do you have any doubt that the Russian government was behind the cyber intrusion in the state voter files?  No.,BURR,72,2017-06-08
 Do you have any doubt that officials of the Russian government were fully aware of these activities?,BURR,73,2017-06-08
 No doubt.,COMEY,74,2017-06-08
 Are you confident that no votes cast in the 2016 presidential election were altered?,BURR,75,2017-06-08
" I'm confident. By the time — when I left as director, I had seen no indication of that whatsoever.",COMEY,76,2017-06-08
" Director Comey, did the president at any time ask you to stop the FBI investigation into Russian involvement in the 2016 U.S. elections?",BURR,77,2017-06-08
" Not to my understanding, no.",COMEY,78,2017-06-08
" Did any individual working for this administration, including the Justice Department, ask you to stop the Russian investigation? No.",BURR,79,2017-06-08
" Director, when the president requested that you, and I quote, “let Flynn go,” General Flynn had an unreported contact with the Russians, which is an offense. And if press accounts are right, there might have been discrepancies between facts and his FBI testimony.",BURR,80,2017-06-08
"In your estimation, was General Flynn, at that time, in serious legal jeopardy? And in addition to that, do you sense that the president was trying to obstruct justice, or just seek for a way for Mike Flynn to save face, given he had already been fired?",BURR,81,2017-06-08
" General Flynn, at that point in time, was in legal jeopardy. There was an open FBI criminal investigation of his statements in connection with the Russian contacts and the contacts themselves. And so that was my assessment at the time.",COMEY,82,2017-06-08
"I don't think it's for me to say whether the conversation I had with the president was an effort to obstruct. I took it as a very disturbing thing, very concerning, but that's a conclusion I'm sure the special counsel will work towards, to try and understand what the intention was there, and whether that's an offense.",COMEY,83,2017-06-08
" Director, is it possible that, as part of this FBI investigation, the FBI could find evidence of criminality that is not tied to — to the 2016 elections — possible collusion or coordination with Russians?",BURR,84,2017-06-08
 Sure.,COMEY,85,2017-06-08
 So there could be something that just fits a criminal aspect to this that doesn't have anything to do with the 2016 election cycle?,BURR,86,2017-06-08
" Correct. In any complex investigation, when you start turning over rocks, sometimes you find things that are unrelated to the primary investigation, that are criminal in nature.",COMEY,87,2017-06-08
" Director Comey, you have been criticized publicly for the decision to present your findings on the e-mail investigation directly to the American people. Have you learned anything since that time that would've changed what you said, or how you chose to inform the American people?",BURR,88,2017-06-08
" Honestly, no. I mean, it caused a whole lot of personal pain for me, but, as I look back, given what I knew at the time and even what I've learned since, I think it was the best way to try and protect the justice institution, including the FBI. In the public domain is this question of the Steele dossier, a document that has been around, now, for over a year. I'm not sure when the FBI first took possession of it, but the media had it before you had it and we had it.",COMEY,89,2017-06-08
"At the time of your departure from the FBI, was the FBI able to confirm any criminal allegations contained in the Steele document?",COMEY,90,2017-06-08
" Mr. Chairman, I don't think that's a question I can answer in an open setting because it goes into the details of the investigation.",COMEY,91,2017-06-08
" Director, the term we hear most often is “collusion.” When people are describing possible links between Americans and Russian government entities related to the interference in our election, would you say that it's normal for foreign governments to reach out to members of an incoming administration?",BURR,92,2017-06-08
 Yes.,COMEY,93,2017-06-08
 At what point does the normal contact cross the line into an attempt to recruit agents or influence (ph) or spies?,BURR,94,2017-06-08
" Difficult to say in the abstract. It depends upon the context, whether there's an effort to keep it covert, what the nature of the requests made of the American by the foreign government are. It's a — it's a judgment call based on a whole lot of facts.",COMEY,95,2017-06-08
 At what point would that recruitment become a counterintelligence threat to our country?,BURR,96,2017-06-08
" Again, difficult to answer in the abstract. But when — when a foreign power is using especially coercion or some sort of pressure to try and co-opt an American, especially a government official, to act on its behalf, that's a serious concern to the FBI and at the heart of the FBI's counterintelligence mission.",COMEY,97,2017-06-08
" So if you've got a — a — a 36-page document of — of specific claims that are out there, the FBI would have to, for counterintelligence reasons, try to verify anything that might be claimed in there. One, and probably first and foremost, is the counterintelligence concerns that we have about blackmail. Would that be an accurate statement?",BURR,98,2017-06-08
" Yes. If the FBI receives a credible allegation that there is some effort to co-opt, coerce, direct, employ covertly an American on behalf of the foreign power, that's the basis on which a counterintelligence investigation is opened.",COMEY,99,2017-06-08
" And when you read the dossier, what was your reaction, given that it was 100 percent directed at the president-elect?",BURR,100,2017-06-08
" Not a question I can answer in an open setting, Mr. Chairman.",COMEY,101,2017-06-08
" OK. When did you become aware of the cyber intrusion? The first cyber — it was all kinds of cyber intrusions going on all the time. The first Russia-connected cyber intrusion, I became aware of in the late summer of 2015.",BURR,102,2017-06-08
" And in that timeframe, there were more than the DNC and the DCCC that were targets.",BURR,103,2017-06-08
 Correct. There was a massive effort to target government and nongovernmental — near-governmental agencies like nonprofits.,COMEY,104,2017-06-08
 What would be the estimate of how many entities out there the Russians specifically targeted in that timeframe?,BURR,105,2017-06-08
" It's hundreds. I suppose it could be more than 1,000, but it's at least hundreds.",COMEY,106,2017-06-08
 When did you become aware that data had been exfiltrated?,BURR,107,2017-06-08
" I'm not sure, exactly. I think either late '15 or early '16.",COMEY,108,2017-06-08
" And did — did you, the director of the FBI, have conversations with the last administration about the risk that this posed?",BURR,109,2017-06-08
 Yes.,COMEY,110,2017-06-08
" And share with us, if you will, what actions they took.",BURR,111,2017-06-08
" Well, the FBI had already undertaken an effort to notify all the victims — and that's what we consider the entities that were attacked as part of this massive spear phishing campaign. And so we notified them in an effort to disrupt what might be ongoing.",COMEY,112,2017-06-08
"Then there was a series of continuing interactions with entities through the rest of '15 into '16, and then, throughout '16, the administration was trying to decide how to respond to the intrusion activity that it saw.",COMEY,113,2017-06-08
" And the FBI, in this case, unlike other cases that you might investigate — did you ever have access to the actual hardware that was hacked? Or did you have to rely on a third party to provide you the data that they had collected?",BURR,114,2017-06-08
" In the case of the DNC, and, I believe, the DCCC, but I'm sure the DNC, we did not have access to the devices themselves. We got relevant forensic information from a private party, a high-class entity, that had done the work. But we didn't get direct access.",COMEY,115,2017-06-08
 But no content?,BURR,116,2017-06-08
 Correct.,COMEY,117,2017-06-08
 Isn't content an important part of the forensics from a counterintelligence standpoint?,BURR,118,2017-06-08
" It is, although what was briefed to me by my folks — the people who were my folks at the time is that they had gotten the information from the private party that they needed to understand the intrusion by the spring of 2016. Let me go back, if I can, very briefly, to the decision to publicly go out with your results on the e-mail.",COMEY,119,2017-06-08
"Was your decision influenced by the attorney general's tarmac meeting with the former president, Bill Clinton?",COMEY,120,2017-06-08
" Yes. In — in an ultimately conclusive way, that was the thing that capped it for me, that I had to do something separately to protect the credibility of the investigation, which meant both the FBI and the Justice Department.",COMEY,121,2017-06-08
 Were there other things that contributed to that that you can describe in an open session?,BURR,122,2017-06-08
" There were other things that contributed to that. One significant item I can't, I know the committee's been briefed on. There's been some public accounts of it, which are nonsense, but I understand the committee's been briefed on the classified facts.",COMEY,123,2017-06-08
"Probably the only other consideration that I guess I can talk about in an open setting is, at one point, the attorney general had directed me not to call it an investigation, but instead to call it a matter, which confused me and concerned me.",COMEY,124,2017-06-08
"But that was one of the bricks in the load that led me to conclude, I have to step away from the department if we're to close this case credibly.",COMEY,125,2017-06-08
" Director, my last question: You're not only a seasoned prosecutor, you've led the FBI for years. You understand the investigative process. You've worked with this committee closely, and we're grateful to you because I think we've — we've mutually built trust in what your organization does and — and what we do.",BURR,126,2017-06-08
Is there any doubt in your mind that this committee can carry out its oversight role in the 2016 Russian involvement in the elections in parallel with the — now — special counsel that's been set up?,BURR,127,2017-06-08
" No — no doubt. It can be done. It requires lots of conversations, but Bob Mueller is one of this country's great, great pros. And I'm sure you all will be able to work it out with him to run it in parallel.",COMEY,128,2017-06-08
" I want to thank you once again, and I want to turn to the vice chairman. Thank you, Mr. Chairman. And, again, Director Comey, thank you for your service.",BURR,129,2017-06-08
"And your comments to your FBI family, I know, were heartfelt. Know that, even though there are some in the administration who've tried to smear your reputation, you had Acting Director McCabe, in public testimony a few weeks back and in public testimony yesterday, reaffirm that the vast majority of the (ph) FBI community had great trust in your leadership and, obviously, trust in your integrity.",BURR,130,2017-06-08
"I want to go through a number of the meetings that you referenced in your testimony. And let's start with the January 6th meeting in Trump Tower, where you went up with a series of officials to brief the president-elect on the Russia investigation. My understanding is you remained afterwards to brief him on, again, quote, “some personally sensitive aspects” of the information you relayed.",BURR,131,2017-06-08
"Now, you said, after that briefing, you felt compelled to document that conversation, that you actually started documenting it soon as you got into the car.",BURR,132,2017-06-08
"Now, you've had extensive experience at the Department of Justice and at the FBI. You've worked under presidents of both parties. What was it about that meeting that led you to determine that you needed to start putting down a written record?",BURR,133,2017-06-08
" A combination of things, I think — the circumstances, the subject matter and the person I was interacting with. Circumstances first: I was alone with the president of the United States — or the president-elect, soon to be president.",COMEY,134,2017-06-08
The subject matter: I was talking about matters that touch on the FBI's core responsibility and that relate to the president — president-elect personally.,COMEY,135,2017-06-08
"And then the nature of the person: I was honestly concerned that he might lie about the nature of our meeting, and so I thought it really important to document.",COMEY,136,2017-06-08
"That combination of things, I'd never experienced before, but it led me to believe I've got to write it down, and I've got to write it down in a very detailed way.",COMEY,137,2017-06-08
" I think that's a very important statement you just made. And my understanding is that then, again, unlike your dealings with presidents of either parties in your past experience, in every subsequent meeting or conversation with this president, you created a written record.",WARNER,138,2017-06-08
"Did you feel that you needed to create this written record or (ph) these memos because they might need to be relied on at some future date? Sure. I created records after conversations, and I think I did it after each of our nine conversations. If I didn't, I did it for nearly all of them, especially the ones that were substantive.",COMEY,139,2017-06-08
"I knew that there might come a day when I would need a record of what had happened, not just to defend myself, but to defend the FBI and — and our integrity as an institution and the independence of our investigative function. That's what made this so — so difficult, is it was a combination of circumstances, subject matter, and the particular person.",COMEY,140,2017-06-08
" And so, in all your experience, this was the only president that you felt like, in every meeting, you needed to document, because at some point, using your words, he might put out a non-truthful representation of that meeting?",WARNER,141,2017-06-08
Now...,WARNER,142,2017-06-08
(CROSSTALK),WARNER,143,2017-06-08
" That's right, Senator.",COMEY,144,2017-06-08
"And I — I — as I said in my written testimony, as FBI director, I interacted with President Obama. I spoke only twice in three years, and didn't document it. When I was deputy attorney general, I had one one-on-one meeting with President Bush about a very important and difficult national security matter.",COMEY,145,2017-06-08
"I didn't write a memo documenting that conversation either — sent a quick e-mail to my staff to let them know there was something going on, but I didn't feel, with President Bush, the need to document it in that way, again (ph), because of — the combination of those factors just wasn't present with either President Bush or President Obama.",COMEY,146,2017-06-08
 I — I think that is very significant. I think others will probably question that.,WARNER,147,2017-06-08
"Now, our chairman and I have requested those memos. It is our hope that the FBI will get this committee access to those memos so that, again, we can read that contemporaneous rendition, so that we've got your side of the story.",WARNER,148,2017-06-08
"Now, I know members have said, and press has said, that if you were — a great deal's been made of whether the president — you were asked to, in effect, indicate whether the president was the subject of any investigation.",WARNER,149,2017-06-08
"And my understanding is, prior to your meeting on January 6th, you discussed with your leadership team whether or not you should be prepared to assure then President-Elect Trump that the FBI was not investigating him personally.",WARNER,150,2017-06-08
"Now, my understanding is your leadership team agreed with that. But was that a unanimous decision? Was there any debate about that? Was it unanimous? One of the members of the leadership team had a view that, although it was technically true, we did not have a counterintelligence file case open on then-President-elect Trump.",COMEY,151,2017-06-08
"His concern was, because we're looking at the potential — again, that's the subject of the investigation — coordination between the campaign and Russia, because it was President Trump — President-elect Trump's campaign, this person's view was, inevitably, his behavior, his conduct will fall within the scope of that work.",COMEY,152,2017-06-08
"And so he was reluctant to make the statement that I made. I disagreed. I thought it was fair to say what was literally true: There is not a counterintelligence investigation of Mr. Trump. And I decided, in the moment, to say it, given the nature of our conversation.",COMEY,153,2017-06-08
" At that moment in time, did you ever revisit that as a — in — in these subsequent sessions?",WARNER,154,2017-06-08
 With the FBI leadership team?,COMEY,155,2017-06-08
 With the team — with your (ph) team.,WARNER,156,2017-06-08
" Sure, and — and the — the leader who had that view — it didn't change. His view was still that it was probably — although literally true, his concern was it could be misleading, because the nature of the investigation was such that it might well touch — obviously, it would touch the campaign, and the person at the head of the campaign would be the candidate. And so that was his view throughout.",COMEY,157,2017-06-08
" Let me move to the January 27th dinner, where you said, quote, “The president began by asking me whether I wanted to stay on as FBI director. He also indicated that lots of people” — again, your words — “wanted the job.”",WARNER,158,2017-06-08
"You go on to say that the dinner itself was seemingly an effort to, quote, “have you ask him for your job,” and create some sort of, quote/unquote, “patronage relationship.”",WARNER,159,2017-06-08
"The president's (ph) — seems, from my reading of your memo, to be holding your job, or your possibility of continuing in your job, over your head in a fairly direct way. What was your impression, and what did you mean by this notion of a patronage relationship?  Well, my impression — and, again, it's my impression. I could always be wrong. But my common sense told me that what was going on is either he had concluded, or someone had told him, that you didn't — you've already asked Comey to stay, and you didn't get anything for it, and that the dinner was an effort to build a relationship — in fact, he asked specifically — of loyalty in the context of asking me to stay.",COMEY,160,2017-06-08
"And, as I said, what was odd about that is we'd already talked twice about it by that point. And he'd said, I very much hope you'll stay, I hope you'll stay.",COMEY,161,2017-06-08
"In fact, I just remembered, sitting here, a third one. When — you've seen the picture of me walking across the Blue Room. And what the president whispered in my ear was, “I really look forward to working with you.” So, after those encounters...",COMEY,162,2017-06-08
 And that was just a few days before you were fired.,WARNER,163,2017-06-08
" ... yeah, that was on the 20 — the Sunday after the inauguration.",COMEY,164,2017-06-08
"The next Friday, I have dinner, and the president begins by wanting to talk about my job. And so I'm sitting there, thinking, wait a minute, three times, we've already — you've already asked me to stay, or talked about me staying. And my common sense — again, I could be wrong, but my common sense told me what's going on here is that he's looking to get something in exchange for granting my request to stay in the job.",COMEY,165,2017-06-08
" And again, we all understand — I was a governor, I had people work for me. But this constant request — and, again, quoting you, him saying that he — despite you explaining your independence, he kept coming back to “I need loyalty.” “I expect loyalty.”",WARNER,166,2017-06-08
"Had you ever had any of those kind of requests before, from anyone else you'd worked for in the government?",WARNER,167,2017-06-08
" No, and what made me uneasy was I'm, at that point, the director of the FBI. The reason that Congress created a ten-year term is so that the director is not feeling as if they're serving at — with political loyalty owed to any particular person.",COMEY,168,2017-06-08
The — the statue of Justice has a blindfold on because you're not supposed to be peeking out to see whether your patron is pleased or not with what you're doing.,COMEY,169,2017-06-08
It should be about the facts and the law. That's why I was — that's why I became FBI director: to be in that kind of position. So that's why I was so uneasy.,COMEY,170,2017-06-08
" Well, let me — let me move on. My time's running out. February 14th — again, it seems a bit strange. You were in a meeting. And your direct superior, the attorney general, was in that meeting, as well.",WARNER,171,2017-06-08
"Yet the president asked everyone to leave, including the attorney general — to leave, before he brought up the matter of General Flynn. What was your impression of that type of action? Had you ever seen anything like that before?",WARNER,172,2017-06-08
" No. My impression was, something big is about to happen. I need to remember every single word that is spoken. And, again, I could be wrong, but I'm 56 years old. I've been — seen a few things.",COMEY,173,2017-06-08
"My sense was the attorney general knew he shouldn't be leaving, which is why he was lingering. And I don't know Mr. Kushner well, but I think he picked up on the same thing. And so I knew something was about to happen that I needed to pay very close attention to. And I — I found it very interesting that, in the memo that you wrote after this February 14th pull-aside, you made clear that you wrote that memo in a way that was unclassified.",WARNER,174,2017-06-08
"If you affirmatively made the decision to write a memo that was unclassified, was that because you felt, at some point, the facts of that meeting would have to come clean and come clear and actually be able to be cleared in a way that could be shared with the American people?",WARNER,175,2017-06-08
" Well, I remember thinking, this is a very disturbing development, really important to our work. I need to document it and preserve it in a way — and — and this committee gets this, but sometimes when things are classified, it tangles them up. It's hard...",COMEY,176,2017-06-08
 Amen.,WARNER,177,2017-06-08
" ... to share it within an investigative team. It's — you have to be very careful about how you handle it, for good reason.",COMEY,178,2017-06-08
"So my thinking was, if I write it in such a way that I don't include anything that would trigger a classification, that'll make it easier for us to discuss, within the FBI and the government, and to — to hold on to it in a way that makes it accessible to us.",COMEY,179,2017-06-08
" Well, again, it's our hope, particularly since you're a pretty knowledgeable guy and you wrote this in a way that was unclassified, that this committee will get access to that unclassified document. I think it'll be very important to our investigation.",WARNER,180,2017-06-08
"Let me just ask this in closing: How many ongoing investigations, at any time, does the FBI have going on?",WARNER,181,2017-06-08
(CROSSTALK),WARNER,182,2017-06-08
 Tens of thousands.,COMEY,183,2017-06-08
